orig_order,id,establishment_id,phone,latitude,longitude,formatted_address,address_fs,name,name_fs_search,fs_id,checkinsCount,createdat,days,avg_checkins,avg_checkins_round,avg_visitsCount,avg_visitsCount_round,rating,priceTier,brand_name,yelp_id,exit_mapping/exit_id,exit_latitude,exit_longitude,destination_latitude,destination_longitude,exit_mapping/distance,exit_mapping/cardinal_direction_short,exit_mapping/cardinal_direction_long,exit_mapping/turn_direction_short,exit_mapping/turn_direction_long,amenities/0/id,amenities/0/name,amenities/0/priority,amenities/0/image_prefix,top_priority_amenity/id,top_priority_amenity/name,top_priority_amenity/priority,top_priority_amenity/image_prefix,logo/id,ll,phone_str,visitsCount
464,201754,153,1-570-326-1355,41.227161,-76.98706,"180 Montgomery Rd, South Williamsport, PA 17702",180 Montgomery Pike,McDonalds,McDonald's,4bb52a4b2ea19521dc19aa2f,1032,1270164043,3001.830903,34.37901845,,67.09238679,,5.8,1,McDonalds,mcdonalds-williamsport,35530,41.241216,-76.995569,41.23901,-76.999278,0.64,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.227160999999995,-76.98706",5703261355,2014
470,189197,127,1-570-326-7992,41.232065,-77.018816,"50 Maynard Street, Williamsport, PA 17701-5808",50 Maynard St,Burger King,Burger King,4c262e1c5c5ca5932e9f45fe,1537,1277570588,2916.107002,52.70725658,,61.17745332,,5.8,1,Burger King,burger-king-williamsport-2,35531,41.232249,-77.014691,41.231655,-77.019269,0.02,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.232065000000006,-77.018816",5703267992,1784
474,213923,173,1-570-326-5556,41.23327,-77.02068,"111 Maynard St, Williamsport, PA 17701",111 Maynard St,Wendys,Wendy's,4bc25a0474a9a593813ad3f6,710,1271028228,2991.828762,23.73130472,,27.97620007,,5.6,1,Wendys,wendys-williamsport,35531,41.232249,-77.014691,41.231655,-77.019269,0.13,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"41.233270000000005,-77.02068",5703265556,837
492,307093,283,1-570-322-6840,41.239556,-77.051813,"1963 W 4th St, Williamsport, PA 17701",1964 W 4th St,Subway,SUBWAY,4b8027fff964a520895730e3,210,1266690047,3042.03919,6.903264123,,8.842752615,,6.9,1,Subway,subway-williamsport-3,35531,41.232249,-77.014691,41.231655,-77.019269,1.1,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.239556,-77.051813",5703226840,269
502,201812,153,1-570-323-5006,41.256051,-77.043222,"1940 Lycoming Creek Rd, Williamsport, PA 17701",1940 Lycoming Creek Rd,McDonalds,McDonald's,4bca47ed937ca593f798a792,1040,1271547885,2985.814213,34.83137013,,59.38078774,,5.9,1,McDonalds,mcdonalds-williamsport-4,35531,41.232249,-77.014691,41.231655,-77.019269,1.3,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.256051,-77.043222",5703235006,1773
517,480252,1007,1-570-327-6200,41.26042,-77.04338,"2062 Lycoming Creek Rd. Ste.6, Williamsport, PA 17701",2062 Lycoming Creek Rd Ste 6,Little Caesars,Little Caesars Pizza,4ef1007b8b8151e5667ddc2c,201,1324417147,2373.901458,8.467074288,,9.983565205,,6,1,Little Caesars,little-ceasars-pizza-williamsport,35531,41.232249,-77.014691,41.231655,-77.019269,2.35,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,788,"41.26042,-77.04338",5703276200,237
521,898066,127,1-215-781-9370,40.110826,-74.853784,"1175 Beaver Street, Bristol, PA 19007-0000",1175 Beaver St,Burger King,Burger King,4c1d3d46b306c928e13e65b7,558,1276984646,2922.888738,19.09070272,,30.75724328,,5.6,1,Burger King,burger-king-bristol-3,35194,40.122675,-74.850271,40.117114,-74.846368,0.36,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.110826,-74.85378399999999",2157819370,899
542,202405,153,1-215-943-7004,40.132738,-74.829097,"Us Route 13 Haines Rd, Levittown, PA 19055",7701-7759 Bristol Pike,McDonalds,McDonalds,4b90768ff964a5209d8b33e3,705,1267758735,3029.670116,23.26986019,,56.37577475,,6.7,1,McDonalds,mcdonalds-levittown-4,35194,40.122675,-74.850271,40.117114,-74.846368,0.88,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.132738,-74.82909699999999",2159437004,1708
552,132131,283,1-215-874-5403,40.140448,-74.821284,"153 Levittown Parkway, Levittown, PA 19054",153 Levittown Pkwy (at Bristol Pk.),Subway,SUBWAY,4b671e9df964a520ec3b2be3,225,1265049245,3061.029954,7.350467111,,7.905835737,,7,1,Subway,subway-levittown-3,35194,40.122675,-74.850271,40.117114,-74.846368,1.3,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.140448,-74.82128399999999",2158745403,242
557,456241,265,1-215-269-1266,40.1438,-74.8202,"169 A Levittown Parkway, Levittown, PA 19055",169 Levittown Pkwy,Popeyes Chicken,Popeyes,4ba7f652f964a52038c239e3,395,1269298770,3011.845637,13.11488196,,20.71819327,,6.4,1,Popeyes Chicken,popeyes-louisiana-kitchen-levittown,35194,40.122675,-74.850271,40.117114,-74.846368,1.43,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,799,"40.1438,-74.8202",2152691266,624
572,100862,173,1-215-355-4647,40.135521,-74.965687,"3413 Horizon Blvd, Trevose, PA 19053",3413 Horizon Blvd,Wendys,Wendy's,4bc20282461576b007a57c32,1221,1271005826,2992.088044,40.80762271,,54.2764777,,6,1,Wendys,wendys-feasterville-trevose-2,58544,40.131288,-74.96756,40.130591,-74.967913,0.36,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.135521000000004,-74.965687",2153554647,1624
578,1161756,153,1-215-355-0255,40.136804,-74.964989,"3560 Horizon Boulevard, Trevose, PA 19053-4946",3560 Horizon Blvd,McDonalds,McDonald's,51e96ea3498ebf4bb27e7712,366,1374252707,1797.100995,20.36613418,,57.92662753,,5.8,1,McDonalds,mcdonalds-feasterville-trevose-5,58544,40.131288,-74.96756,40.130591,-74.967913,0.46,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.136804,-74.964989",2153550255,1041
590,1172369,130,1-215-355-3500,40.138291,-74.962407,"3621 Horizon Blvd, Trevose, PA 19053",3621 Horizon Blvd,Chick-Fil-A,Chick-fil-A,4bae5245f964a52068a23be3,4084,1269715525,3007.022083,135.8154309,,222.87831,,8.6,2,Chick-Fil-A,chick-fil-a-trevose,58544,40.131288,-74.96756,40.130591,-74.967913,0.61,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"40.138290999999995,-74.962407",2153553500,6702
591,1210256,241,1-215-776-0500,40.135855,-74.957941,"200 Rockhill Drive, Bensalem, PA 19020",200 Rockhill Dr,Jimmy Johns,jimmy john's,5552904a498ed7494b39be75,100,1431474250,1134.814618,8.812011972,,13.57049844,,7.4,1,Jimmy Johns,a,58544,40.131288,-74.96756,40.130591,-74.967913,0.64,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"40.135855,-74.957941",2157760500,154
604,1172387,130,1-215-364-9155,40.138503,-74.955658,"307 Neshaminy Mall, Bensalem, PA 19020",307 Neshaminy Mall,Chick-Fil-A,Chick-fil-A,4c12b2f01b5cef3b27cdedc4,604,1276293872,2930.883808,20.60811822,,21.93877486,,7.2,1,Chick-Fil-A,chick-fil-a-bensalem,58544,40.131288,-74.96756,40.130591,-74.967913,0.85,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"40.138503,-74.955658",2153649155,643
609,132896,283,1-215-355-0600,40.136554,-74.967538,"3461 Horizon Blvd, Trevose, PA 19053",3461 Horizon Blvd (at Rt. 1),Subway,SUBWAY,4cea17d1e1eeb60c0f89acae,1084,1290409937,2767.503426,39.16887653,,40.61422253,,6.7,1,Subway,subway-feasterville-trevose,58544,40.131288,-74.96756,40.130591,-74.967913,1,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.136554,-74.967538",2153550600,1124
645,91856,158,1-215-639-7272,40.11046,-74.9533,"2747 Street Road, Bensalem, PA 19020-2810",2747 Street Rd,Papa Johns Pizza,Papa John's Pizza,4c3f5d64bb2d9c74bfde7dd6,178,1279221092,2897.003947,6.144278823,,6.282352504,,6.4,1,Papa Johns Pizza,papa-johns-pizza-bensalem,58544,40.131288,-74.96756,40.130591,-74.967913,1.59,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"40.110459999999996,-74.9533",2156397272,182
650,150132,153,1-215-357-4844,40.146078,-74.993453,"334 E Street Rd, Feasterville, PA 19047",334 E Street Rd,McDonalds,McDonald's,4bdf77196198c9b6617017ff,826,1272936217,2969.745556,27.81383066,,58.92760734,,7.4,1,McDonalds,mcdonalds-feasterville-trevose,58544,40.131288,-74.96756,40.130591,-74.967913,1.72,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.146078,-74.993453",2153574844,1750
661,130379,283,1-215-364-9464,40.147487,-74.996072,"258 East Street Rd, Feasterville, PA 19053",258 E Street Rd (at Central Ave.),Subway,SUBWAY,4bbe353e8ca376b0bb7bc77a,146,1270756670,2994.971794,4.874837229,,5.075173005,,6.6,1,Subway,subway-feasterville,58544,40.131288,-74.96756,40.130591,-74.967913,1.89,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.147487,-74.996072",2153649464,152
662,198829,151,1-215-322-3040,40.146867,-74.996693,"265 East Street Road, Feasterville, PA 19053",265 E Street Rd,KFC,KFC,515c82c9f0e4172442778ce2,47,1365017289,1903.992407,2.468497239,,3.046230635,,5.8,1,KFC,kfc-feasterville,58544,40.131288,-74.96756,40.130591,-74.967913,1.89,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"40.146867,-74.99669300000001",2153223040,58
664,814423,121,1-215-942-7788,40.14726,-74.997227,"245 E Street Rd, Feasterville-Trevose, PA 19053",245 E Street Rd,Arbys,Arby's,4bc7398a0050b713933bb83b,789,1271347594,2988.132396,26.40445253,,47.62171857,,7.6,2,Arbys,arbys-feasterville-trevose,58544,40.131288,-74.96756,40.130591,-74.967913,1.93,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"40.147259999999996,-74.997227",2159427788,1423
665,545019,170,-,40.1475,-74.99723,"265 East Street Road, Feasterville, PA 19053",265 E Street Rd,Taco Bell,Taco Bell,4c102364e7d29521febcd7b0,724,1276126052,2932.826169,24.68608633,,45.38284656,,6.4,1,Taco Bell,taco-bell-feasterville,58544,40.131288,-74.96756,40.130591,-74.967913,1.94,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"40.1475,-74.99723",,1331
676,133152,283,1-215-604-0113,40.104317,-74.95086,"2376 Street Rd, Bensalem, PA 19020",2376 Street Rd (at Knights Rd.),Subway,SUBWAY,4bf0217751f2c9b69539f192,278,1274028407,2957.104468,9.401088228,,12.444606,,6.4,1,Subway,subway-bensalem-bensalem,58544,40.131288,-74.96756,40.130591,-74.967913,2.03,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.104317,-74.95085999999999",2156040113,368
708,411427,158,1-215-396-7272,40.14767,-75.00334,"934 Bustleton Pike, Feasterville Trevose, PA 19053-6053",627 Bustleton Pike,Papa Johns Pizza,Papa Johns Pizza,4f44904619836ed00194e89f,0,1329893446,2310.518368,0,,0,,,1,Papa Johns Pizza,papa-johns-pizza-feasterville-trevose,58544,40.131288,-74.96756,40.130591,-74.967913,2.21,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"40.14767,-75.00334000000001",2153967272,0
722,896102,127,1-215-357-5670,40.15155,-75.001666,"1035 Bustleton Pike, Feasterville Trevose, PA 19053-7608",1035 Bustleton Pike,Burger King,Burger King,4bdb4cdd3904a5939db4499e,545,1272663261,2972.904769,18.33223875,,38.48088281,,5.5,1,Burger King,burger-king-feasterville-trevose-2,58544,40.131288,-74.96756,40.130591,-74.967913,2.3,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.15155,-75.001666",2153575670,1144
763,489040,167,1-267-282-5878,40.16809,-75.12583,"2405 Easton Road, Willow Grove, PA 19090-1106",2405 Easton Rd,Sonic,SONIC Drive In,4c3f33aa0596c928f9528578,3375,1279210410,2897.127581,116.4946971,,157.9495508,,6.7,1,Sonic,sonic-drive-in-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,0.22,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,789,"40.16809,-75.12583000000001",2672825878,4576
782,102401,153,1-215-443-7745,40.175076,-75.12884,"Pa Rte 611 And Pine Ave, Horsham, PA 19044",205 Easton Rd (Pine Ave),McDonalds,McDonald's,4b59b495f964a520d79328e3,2223,1264170133,3071.204861,72.3820162,,105.0727694,,5.6,1,McDonalds,mcdonalds-horsham-2,35196,40.162374,-75.115144,40.164978,-75.124846,0.45,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.175076000000004,-75.12884",2154437745,3227
789,132510,283,1-215-659-1104,40.158691,-75.139545,"2101 Blair Mill Rd, Willow Grove, PA 19090",2100 Blair Mill Rd (Inside Walmart),Subway,SUBWAY,4c2f4121a0ced13a6b26106e,273,1278165281,2909.223981,9.383945744,,9.796426876,,6.6,1,Subway,subway-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,0.55,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.158691,-75.139545",2156591104,285
814,132318,283,1-215-443-9201,40.180686,-75.134664,"303 Horsham Rd, Horsham, PA 19044",303 Horsham Rd,Subway,SUBWAY,4babb06ff964a5208cc03ae3,181,1269543023,3009.018634,6.015250219,,6.347584486,,6.6,1,Subway,subway-horsham,35196,40.162374,-75.115144,40.164978,-75.124846,0.75,NW,Northwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.180686,-75.134664",2154439201,191
819,821923,283,-,40.177141,-75.106621,"2 South York Road, Hatboro, PA 19040",52 S York Rd,Subway,SUBWAY,4e4def38bd41b76bef959602,0,1313730360,2497.591123,0,,0,,,1,Subway,subway-willow-grove-5,35196,40.162374,-75.115144,40.164978,-75.124846,0.79,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.177141,-75.10662099999999",,0
823,187634,127,1-215-444-0497,40.183066,-75.116776,"198 Blair Mill Road, Horsham, PA 19044-3072",198 Blair Mill Rd,Burger King,Burger King,4c784d0a2d3ba143488b8ad0,399,1282952458,2853.81684,13.98127569,,23.75765643,,5.8,1,Burger King,burger-king-horsham-4,35196,40.162374,-75.115144,40.164978,-75.124846,0.82,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.183066,-75.116776",2154440497,678
832,150223,153,1-215-443-7795,40.179961,-75.10587,"121 N York Rd, Hatboro, PA 19040",121 N York Rd,McDonalds,McDonald's,4bad416cf964a5209b3e3be3,1193,1269645676,3007.830521,39.66313899,,78.92731933,,5.9,1,McDonalds,mcdonalds-hatboro,35196,40.162374,-75.115144,40.164978,-75.124846,0.89,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.179961,-75.10587",2154437795,2374
843,187682,127,1-215-657-5728,40.14324,-75.115381,"106 York Road, Willow Grove, PA 19090-3210",106 York Rd (Easton Rd),Burger King,Burger King,4b8882e5f964a5204efd31e3,883,1267237605,3035.701713,29.08717929,,58.66847828,,6.4,1,Burger King,burger-king-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,0.98,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.143240000000006,-75.115381",2156575728,1781
845,132191,283,1-215-706-2025,40.142517,-75.117096,"112 Park Ave, Willow Grove, PA 19090",112 Park Ave,Subway,SUBWAY,4b9179aff964a5205fbf33e3,277,1267825071,3028.902338,9.145227184,,9.244272966,,6.8,1,Subway,subway-willow-grove-5,35196,40.162374,-75.115144,40.164978,-75.124846,1,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.142517,-75.11709599999999",2157062025,280
854,64706,173,1-215-675-1688,40.179994,-75.130916,"415 Easton Rd, Horsham, PA 19044",415 Easton Rd (Rte 611),Wendys,Wendy's,4b9681ebf964a520d0d034e3,944,1268154859,3025.085347,31.20573113,,65.91549563,,6.1,1,Wendys,wendys-horsham,35196,40.162374,-75.115144,40.164978,-75.124846,1.09,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.179994,-75.130916",2156751688,1994
855,198406,151,1-215-658-1000,40.139345,-75.118605,"1865 Easton Rd, Willow Grove, PA 19090",1865 Easton Rd (Davisville Road),KFC,KFC,4ba54121f964a52046f238e3,437,1269121313,3013.899537,14.49948794,,27.07455872,,5.7,1,KFC,kfc-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,1.12,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"40.139345,-75.118605",2156581000,816
857,411425,158,1-215-657-3100,40.13863,-75.1196,"1843 Easton Rd, Willow Grove, PA 19090-4103",1843 Easton Rd (611 & Davisville),Papa Johns Pizza,Papa John's Pizza,4ceb09ddd99f721e19bebe73,940,1290471901,2766.78625,33.97443514,,42.32347186,,7.4,1,Papa Johns Pizza,papa-johns-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,1.14,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"40.13863,-75.1196",2156573100,1171
870,442074,126,1-215-784-9090,40.13432,-75.11513,"1776 Old York Road, Abington, PA 19001",1776 Old York Rd,Boston Market,Boston Market,4bbd1f2ea0a0c9b6614a1b0f,603,1270685486,2995.795683,20.12820846,,44.32879076,,7.6,2,Boston Market,boston-market-abington,35196,40.162374,-75.115144,40.164978,-75.124846,1.35,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,864,"40.13432,-75.11513000000001",2157849090,1328
876,123147,153,1-215-657-0399,40.131212,-75.115765,"1663 Old York Rd, Abington, PA 19001",1663 Old York Rd,McDonalds,McDonald's,4b744aa5f964a52001d32de3,1882,1265912485,3051.03875,61.68391011,,92.65696806,,5.6,1,McDonalds,mcdonalds-abington,35196,40.162374,-75.115144,40.164978,-75.124846,1.48,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.131212,-75.115765",2156570399,2827
914,187658,127,1-215-675-5423,40.204703,-75.097184,"580 W Street Road, Warminster, PA 18974-3223",580 W St Rd,Burger King,Burger King,4c38b39f0a71c9b68e1f41c9,648,1278784415,2902.058079,22.3289811,,29.42739176,,5.9,1,Burger King,burger-king-warminster,35196,40.162374,-75.115144,40.164978,-75.124846,1.93,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.204703,-75.097184",2156755423,854
916,132061,283,1-267-803-1826,40.207532,-75.104672,"888 W Street Rd, Warminster, PA 18974",888 W Street Rd,Subway,SUBWAY,4d0168de85c6a143acaf5237,310,1291938014,2749.81735,11.27347604,,12.10989523,,6.1,1,Subway,subway-warminster,35196,40.162374,-75.115144,40.164978,-75.124846,1.94,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.207532,-75.104672",2678031826,333
926,439285,241,1-215-366-7075,40.151948,-75.136338,"3612 Welsh Rd, Willow Grove, PA 19090",3612 Welsh Rd,Jimmy Johns,Jimmy John's,507d8202e4b0ff6572fbc029,357,1350402562,2073.14434,17.22021921,,21.12732777,,7.3,1,Jimmy Johns,jimmy-johns-willow-grove,35196,40.162374,-75.115144,40.164978,-75.124846,2.05,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"40.151948,-75.136338",2153667075,438
936,187706,127,1-215-918-8881,40.214053,-75.140039,"60 Easton Road, Warrington, PA 18976-2512",60 Easton Rd,Burger King,Burger King,4af45e49f964a520c6f121e3,739,1257528905,3148.070926,23.47469347,,36.49854235,,5.5,1,Burger King,burger-king-warrington,35196,40.162374,-75.115144,40.164978,-75.124846,2.16,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.214053,-75.140039",2159188881,1149
938,1172360,130,1-215-657-7676,40.140255,-75.123068,"2500 W Moreland Rd Ste 3066, Willow Grove, PA 19090",2500 W Moreland Rd Ste 3066,Chick-Fil-A,Chick-fil-A,4b8ea01ff964a520bf2c33e3,1371,1267638303,3031.064005,45.23164136,,58.75824454,,7.3,1,Chick-Fil-A,chick-fil-a-willow-grove-2,35196,40.162374,-75.115144,40.164978,-75.124846,2.19,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"40.140254999999996,-75.123068",2156577676,1781
944,130764,283,1-215-672-2052,40.202949,-75.076415,"880 Jacksonville Rd, Ivyland, PA 18974",880 Jacksonville Rd,Subway,SUBWAY,4bc1eb51b492d13a519aa660,539,1270999889,2992.156759,18.01376209,,23.99606898,,7.1,1,Subway,subway-ivyland-ivyland,35196,40.162374,-75.115144,40.164978,-75.124846,2.27,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.202949,-75.076415",2156722052,718
947,1161955,153,1-215-343-2900,40.218472,-75.138647,"250 Metro Drive, Warrington, PA 18976","Warrington, PA",McDonalds,McDonalds,55d8932f498e561ffb62aa6d,278,1440256815,1033.16456,26.9076206,,84.40088187,,7.1,1,McDonalds,mcdonalds-warrington-4,35196,40.162374,-75.115144,40.164978,-75.124846,2.34,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.218472,-75.13864699999999",2153432900,872
966,411438,158,1-215-956-2300,40.20095,-75.1013,"390A York Rd, Warminster, PA 18974-4525",390A York Rd,Papa Johns Pizza,Papa John's Pizza,4cbcd3cf9552b60c7ab9e78b,304,1287443407,2801.838264,10.85001957,,13.31268849,,6.2,1,Papa Johns Pizza,papa-johns-pizza-warminster,35196,40.162374,-75.115144,40.164978,-75.124846,2.78,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"40.20095,-75.1013",2159562300,373
971,130570,283,1-215-343-1130,40.230537,-75.139711,"624 Easton Rd, Warrington, PA 18976",624 Easton Rd,Subway,SUBWAY,4c856699d6ebbfb7a0e15fa4,246,1283810969,2843.88037,8.650152888,,15.29600206,,7,1,Subway,subway-warrington-4,35196,40.162374,-75.115144,40.164978,-75.124846,2.85,N,North,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.230537,-75.139711",2153431130,435
983,152074,283,1-267-462-4705,40.142116,-75.167373,"1711 North Limekiln Pike, Dresher, PA 19025","Dresher, PA 19025",Subway,SUBWAY / Snack Shack,574c8672498ecdcb5cd47d1e,30,1464632946,751.0334144,3.994496041,,6.524343533,,6.6,1,Subway,subway-dresher,35197,40.14014,-75.166659,40.140278,-75.171646,0.16,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.142115999999994,-75.167373",2674624705,49
985,128728,173,1-215-641-0887,40.141452,-75.166493,"1710 Limekiln Pike, Dresher, PA 19025",1710 Limekiln Pike,Wendys,Wendy's,4bb36fe7eb3e9521401acb0a,974,1270050791,3003.14169,32.43270217,,48.41596402,,5.6,2,Wendys,wendys-dresher,35197,40.14014,-75.166659,40.140278,-75.171646,0.18,E,East,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.141452,-75.166493",2156410887,1454
986,123226,153,1-215-628-4850,40.144122,-75.167777,"1650 Limekiln Pike, Dresher, PA 19025",1650 Limekiln Pike (at Dreshertown Rd.),McDonalds,McDonald's,4aae3b48f964a520b86120e3,1334,1252932424,3201.270938,41.67094963,,78.78121063,,5.7,1,McDonalds,mcdonalds-dresher,35197,40.14014,-75.166659,40.140278,-75.171646,0.21,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.144121999999996,-75.167777",2156284850,2522
1003,132575,283,1-215-576-7827,40.113533,-75.153695,"501 Edge Hill Rd, Glenside, PA 19038",501 Edge Hill Rd,Subway,SUBWAY,4b81b56ff964a52019b930e3,314,1266791791,3040.861597,10.32602077,,11.67432284,,6.4,1,Subway,subway-glenside,35197,40.14014,-75.166659,40.140278,-75.171646,1.29,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.113533000000004,-75.153695",2155767827,355
1012,118463,127,1-215-886-6383,40.117306,-75.137659,"900 Easton Road, Roslyn, PA 19001-4304",900 Easton Rd,Burger King,Burger King,4c11108cf1b6a5933cdd7c27,995,1276186764,2932.123484,33.93445077,,59.47907752,,6.1,1,Burger King,burger-king-glenside,35197,40.14014,-75.166659,40.140278,-75.171646,1.49,SE,Southeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.117306,-75.137659",2158866383,1744
